0.066556617,-0.004917947,0.024793858,0.020848952,0.078854677,0.051014136,0.015834366,0.048523196,0.025157444,0.063803321,0.088354473,0.060145853,0.064277329,0.027279587,0.079522854,0.005552584,0.07081201,0.074132921,0.055839984,0.060046604,0.056334943,0.078986613,0.067082757,0.070765808,0.063832037
-0.004917947,0.083709631,0.010087541,-0.001953098,-0.028525141,-0.002589005,-0.041674788,-0.004603834,-0.03744852,0.000743591,-0.008337432,-0.026421075,-0.011731228,-0.020633437,-0.042833339,-0.003278988,-0.049678948,-0.069405164,-0.080525254,-0.067349043,-0.069108972,-0.051594424,-0.070487457,-0.04197473,-0.05666145
0.024793858,0.010087541,0.061625897,0.020994974,0.03238783,0.014342936,0.026438383,0.071259721,0.010336364,0.048965034,0.003787199,0.050764997,0.012454806,0.023938274,0.056038765,0.03835639,0.050577701,0.04324378,0.021200781,0.063356458,0.05017688,0.082528622,0.064045854,0.081289476,0.064656986
0.020848952,-0.001953098,0.020994974,0.033362785,0.028398212,0.02665679,0.044268968,0.060091764,0.030264486,0.069246764,0.038466531,0.059062864,0.038599149,0.029116602,0.059825107,0.02589375,0.062860959,0.072056607,0.057220485,0.076708378,0.060027025,0.071995033,0.077203073,0.073888515,0.070914027
0.078854677,-0.028525141,0.03238783,0.028398212,0.118715485,0.066121817,0.036666213,0.056714052,0.042646779,0.079813386,0.113619223,0.07728189,0.076684567,0.036836425,0.108401491,0.001640288,0.106969035,0.112490421,0.094561463,0.094773219,0.084628007,0.104227945,0.10507617,0.102861905,0.099032778
0.051014136,-0.002589005,0.014342936,0.02665679,0.066121817,0.08640254,0.01749338,0.053374627,0.022435483,0.068605509,0.12492626,0.076176896,0.080630201,0.017985108,0.101457375,-0.007432925,0.082244049,0.087018817,0.059493617,0.062233538,0.060489491,0.078613625,0.067176293,0.070711647,0.066724608
0.015834366,-0.041674788,0.026438383,0.044268968,0.036666213,0.01749338,0.115739543,0.090916863,0.079734279,0.111179657,0.008399962,0.094940916,0.031677785,0.060610034,0.098885048,0.056655006,0.10983844,0.130767712,0.132186032,0.148679422,0.129191934,0.119845905,0.142836761,0.106462054,0.123198091
0.048523196,-0.004603834,0.071259721,0.060091764,0.056714052,0.053374627,0.090916863,0.183549684,0.057947694,0.149225826,0.042324161,0.146585372,0.073576647,0.080546697,0.152525254,0.077613692,0.141043332,0.131487763,0.098841843,0.172640385,0.116338207,0.16933258,0.158210743,0.162957114,0.149217523
0.025157444,-0.03744852,0.010336364,0.030264486,0.042646779,0.022435483,0.079734279,0.057947694,0.078195627,0.08157035,0.035043114,0.07196103,0.04252784,0.045102504,0.084797306,0.032233516,0.089220569,0.113879837,0.112199711,0.113674448,0.109909838,0.100566828,0.120044626,0.087648495,0.103419826
0.063803321,0.000743591,0.048965034,0.069246764,0.079813386,0.068605509,0.111179657,0.149225826,0.08157035,0.240654133,0.083466096,0.152135507,0.096095408,0.08199599,0.159135262,0.073350269,0.163808802,0.163611386,0.136807969,0.180155211,0.122505929,0.159470091,0.17323141,0.162161334,0.164433534
0.088354473,-0.008337432,0.003787199,0.038466531,0.113619223,0.12492626,0.008399962,0.042324161,0.035043114,0.083466096,0.256383757,0.104459112,0.148017562,0.021553154,0.137348796,-0.034058229,0.126860971,0.153226461,0.10245115,0.087806398,0.103804357,0.130528836,0.113762331,0.122867901,0.111843355
0.060145853,-0.026421075,0.050764997,0.059062864,0.07728189,0.076176896,0.094940916,0.146585372,0.07196103,0.152135507,0.104459112,0.163264112,0.104029113,0.069567488,0.167917391,0.052761965,0.160841714,0.173525114,0.135964586,0.183298489,0.153427475,0.183703688,0.175232178,0.165769787,0.160085571
0.064277329,-0.011731228,0.012454806,0.038599149,0.076684567,0.080630201,0.031677785,0.073576647,0.04252784,0.096095408,0.148017562,0.104029113,0.117717485,0.036549212,0.118375663,0.003626078,0.112286672,0.134056492,0.092170076,0.105573921,0.102745273,0.129296297,0.120383121,0.123797293,0.113469035
0.027279587,-0.020633437,0.023938274,0.029116602,0.036836425,0.017985108,0.060610034,0.080546697,0.045102504,0.08199599,0.021553154,0.069567488,0.036549212,0.055199388,0.085622798,0.039659206,0.08377659,0.086446674,0.081621703,0.105143663,0.077672393,0.101882958,0.103874785,0.093075573,0.093016297
0.079522854,-0.042833339,0.056038765,0.059825107,0.108401491,0.101457375,0.098885048,0.152525254,0.084797306,0.159135262,0.137348796,0.167917391,0.118375663,0.085622798,0.248545963,0.055818952,0.202730038,0.208758078,0.172717313,0.222224442,0.18271899,0.247672421,0.230063993,0.21446195,0.214073568
0.005552584,-0.003278988,0.03835639,0.02589375,0.001640288,-0.007432925,0.056655006,0.077613692,0.032233516,0.073350269,-0.034058229,0.052761965,0.003626078,0.039659206,0.055818952,0.068204487,0.053374377,0.057022802,0.050011201,0.087102237,0.067830629,0.085553725,0.084936004,0.080895586,0.078865652
0.07081201,-0.049678948,0.050577701,0.062860959,0.106969035,0.082244049,0.10983844,0.141043332,0.089220569,0.163808802,0.126860971,0.160841714,0.112286672,0.08377659,0.202730038,0.053374377,0.202595394,0.216802481,0.181019167,0.221675314,0.185125849,0.228747326,0.232668861,0.215864872,0.216177027
0.074132921,-0.069405164,0.04324378,0.072056607,0.112490421,0.087018817,0.130767712,0.131487763,0.113879837,0.163611386,0.153226461,0.173525114,0.134056492,0.086446674,0.208758078,0.057022802,0.216802481,0.276717746,0.233707152,0.251949162,0.262345149,0.266379559,0.275859919,0.246113626,0.248265469
0.055839984,-0.080525254,0.021200781,0.057220485,0.094561463,0.059493617,0.132186032,0.098841843,0.112199711,0.136807969,0.10245115,0.135964586,0.092170076,0.081621703,0.172717313,0.050011201,0.181019167,0.233707152,0.227959336,0.217244943,0.231819568,0.209418011,0.230228523,0.183189973,0.198964029
0.060046604,-0.067349043,0.063356458,0.076708378,0.094773219,0.062233538,0.148679422,0.172640385,0.113674448,0.180155211,0.087806398,0.183298489,0.105573921,0.105143663,0.222224442,0.087102237,0.221675314,0.251949162,0.217244943,0.282416838,0.235691109,0.279042336,0.291650046,0.261368027,0.261371112
0.056334943,-0.069108972,0.05017688,0.060027025,0.084628007,0.060489491,0.129191934,0.116338207,0.109909838,0.122505929,0.103804357,0.153427475,0.102745273,0.077672393,0.18271899,0.067830629,0.185125849,0.262345149,0.231819568,0.235691109,0.320696477,0.272708017,0.259159399,0.230269643,0.225812699
0.078986613,-0.051594424,0.082528622,0.071995033,0.104227945,0.078613625,0.119845905,0.16933258,0.100566828,0.159470091,0.130528836,0.183703688,0.129296297,0.101882958,0.247672421,0.085553725,0.228747326,0.266379559,0.209418011,0.279042336,0.272708017,0.354317959,0.315317852,0.313891907,0.292855664
0.067082757,-0.070487457,0.064045854,0.077203073,0.10507617,0.067176293,0.142836761,0.158210743,0.120044626,0.17323141,0.113762331,0.175232178,0.120383121,0.103874785,0.230063993,0.084936004,0.232668861,0.275859919,0.230228523,0.291650046,0.259159399,0.315317852,0.32961323,0.301388719,0.299422869
0.070765808,-0.04197473,0.081289476,0.073888515,0.102861905,0.070711647,0.106462054,0.162957114,0.087648495,0.162161334,0.122867901,0.165769787,0.123797293,0.093075573,0.21446195,0.080895586,0.215864872,0.246113626,0.183189973,0.261368027,0.230269643,0.313891907,0.301388719,0.313868451,0.284511627
0.063832037,-0.05666145,0.064656986,0.070914027,0.099032778,0.066724608,0.123198091,0.149217523,0.103419826,0.164433534,0.111843355,0.160085571,0.113469035,0.093016297,0.214073568,0.078865652,0.216177027,0.248265469,0.198964029,0.261371112,0.225812699,0.292855664,0.299422869,0.284511627,0.281695643
